[2019-07-26 09:05:03] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&authkey=ZWNlMkNQWkx4dTV5OERQeVloWDcvaUNRWnRMdTVLR1BOc0VNYVBnL0lqcENOWWZHUmsxQWMxMDFNTUtGWExJNlROcjN6WEJBMXNZMXhqeEZYVWNTZHVaRkRzNXhWZmRWaEU5RWhFZE8rK2xkQ3c%3D&timestamp=1564103084880 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 17:56:04] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564134964091 yoxwechatbusinessModel::set_user:END
[2019-07-26 17:56:09] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564134969555 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 17:56:09] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564134969555 yoxwechatbusinessModel::set_user:END
[2019-07-26 17:56:09] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564134969582 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 17:56:09] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564134969582 yoxwechatbusinessModel::set_user:END
[2019-07-26 17:56:09] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=63&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564134969861 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 17:56:09] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=63&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564134969861 yoxwechatbusinessModel::set_user:END
[2019-07-26 17:56:10] trace  /app/ewei_shopv2_api.php?i=2&r=package.get_list&goodsid=63&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564134970239 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 17:56:10] trace  /app/ewei_shopv2_api.php?i=2&r=package.get_list&goodsid=63&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564134970239 yoxwechatbusinessModel::set_user:END
[2019-07-26 17:56:10] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=63&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564134970437 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 17:56:10] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=63&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564134970437 yoxwechatbusinessModel::set_user:END
[2019-07-26 17:56:10] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564134971101 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 17:56:10] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564134971101 yoxwechatbusinessModel::set_user:END
[2019-07-26 17:56:11] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564134971357 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 17:56:11] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564134971357 yoxwechatbusinessModel::set_user:END
[2019-07-26 17:56:11] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=34&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564134971740 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 17:56:11] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=34&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564134971740 yoxwechatbusinessModel::set_user:END
[2019-07-26 17:56:12] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=34&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564134972243 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 17:56:12] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=34&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564134972243 yoxwechatbusinessModel::set_user:END
[2019-07-26 17:56:14] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_picker&id=34&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564134975097 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 17:56:14] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_picker&id=34&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564134975097 yoxwechatbusinessModel::set_user:END
[2019-07-26 17:56:16] trace  /app/ewei_shopv2_api.php?i=2&r=member.cart.add&timestamp=1564134976761 id=34; total=1; optionid=; comefrom=wxapp; openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg; mid=; merchid=; authkey=; 
yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 17:56:16] trace  /app/ewei_shopv2_api.php?i=2&r=member.cart.add&timestamp=1564134976761 id=34; total=1; optionid=; comefrom=wxapp; openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg; mid=; merchid=; authkey=; 
yoxwechatbusinessModel::set_user:END
[2019-07-26 18:01:44] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135304808 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:01:44] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135304808 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:01:44] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135304846 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:01:44] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135304846 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:01:45] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135304892 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:01:45] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135304892 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:01:45] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135304928 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:01:45] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135304928 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:01:45] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135304959 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:01:45] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135304959 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:01:57] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135318102 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:01:57] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135318102 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:01:58] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135318141 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:01:58] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135318141 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:01:58] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135318184 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:01:58] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135318184 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:01:58] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135318205 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:01:58] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135318205 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:01:58] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135318227 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:01:58] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135318227 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:02:08] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135328202 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:02:08] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135328202 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:02:08] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135328308 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:02:08] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135328308 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:02:08] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135328368 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:02:08] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135328368 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:02:08] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135328394 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:02:08] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135328394 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:02:08] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135328417 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:02:08] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135328417 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:02:12] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135333132 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:02:12] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135333132 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:02:13] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135333166 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:02:13] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135333166 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:02:13] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=20&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135333426 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:02:13] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=20&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135333426 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:02:14] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=20&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135334460 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:02:14] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=20&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135334460 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:02:17] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135337242 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:02:17] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135337242 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:02:17] trace  /app/ewei_shopv2_api.php?i=2&r=member.cart.get_cart&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135337388 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:02:17] trace  /app/ewei_shopv2_api.php?i=2&r=member.cart.get_cart&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135337388 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:02:33] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135353246 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:02:33] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135353246 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:02:33] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135353273 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:02:33] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135353273 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:02:33] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135353300 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:02:33] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135353300 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:02:48] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135368995 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:02:48] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135368995 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:02:48] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135369044 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:02:48] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135369044 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:02:49] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135369090 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:02:49] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135369090 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:02:49] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135369116 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:02:49] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135369116 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:02:49] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135369140 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:02:49] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135369140 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:03:00] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135380924 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:03:00] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135380924 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:03:00] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135380947 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:03:00] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135380947 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:03:01] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=34&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135381226 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:03:01] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=34&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135381226 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:03:01] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=34&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135381738 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:03:01] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=34&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135381738 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:05:04] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135504358 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:05:04] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135504358 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:05:04] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135504463 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:05:04] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135504463 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:05:04] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135504534 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 18:05:04] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135504534 yoxwechatbusinessModel::set_user:END
[2019-07-26 18:05:04] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564135504562 yoxwechatbusinessModel::set_user:BEGIN
